0,7:43,7:55,8:13
0,8:00,8:12,8:30
0,8:13,8:25,8:43
0,8:23,8:35,8:53
0,8:39,8:51,9:09
0,8:48,9:00,9:18
0,8:56,9:08,9:26
0,9:17,9:29,9:47
0,9:32,9:44,10:02
0,9:56,10:08,10:26
0,10:22,10:34,10:52
0,11:04,11:16,11:34
0,11:31,11:43,12:01
0,11:59,12:11,12:29
0,12:21,12:33,12:51
0,12:46,12:58,13:16
0,13:20,13:32,13:50
0,13:44,13:56,14:14
0,14:19,14:31,14:49
0,14:44,14:56,15:14
0,15:19,15:31,15:49
0,15:53,16:05,16:23
0,16:22,16:34,16:52
0,16:49,17:01,17:19
0,17:03,17:15,17:33
0,17:24,17:36,17:54
0,17:43,17:55,18:13
0,18:18,18:30,18:48
0,18:43,18:55,19:13
0,19:10,19:22,19:40
